pc4;woonplaatscode;woonplaatsnaam;gemeentecode;gemeentenaam;provinciecode;provincienaam;veiligheidsregio;politie-eenheid;omgevingsdienst;drinkwater;netbeheer
4527;2961;Aardenburg;1714;Sluis;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
2445;1079;Aarlanderveen;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
5735;1445;Aarle-Rixtel;1659;Laarbeek;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
1719;2788;Aartswoud;0432;Opmeer;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
8617;2400;Abbega;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
1657;3147;Abbekerk;0420;Medemblik;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
3216;1385;Abbenbroek;1930;Nissewaard;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
2157;1608;Abbenes;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
1391;1332;Abcoude;0736;De Ronde Venen;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
8806;1364;Achlum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
3791;2640;Achterveld;0327;Leusden;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3792;1063;Achterveld;0203;Barneveld;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei;Vitens;Liander
3792;2640;Achterveld;0327;Leusden;26;Utrecht;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei;Vitens;Liander
3831;2640;Achterveld;0327;Leusden;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3256;2131;Achthuizen;1924;Goeree-Overflakkee;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR;Evides;Stedin
4885;3493;Achtmaal;0879;Zundert;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
4151;3527;Acquoy;0236;Geldermalsen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
9774;2464;Adorp;0053;Winsum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
9831;2114;Aduard;0056;Zuidhorn;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
2111;2652;Aerdenhout;0377;Bloemendaal;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond;PWN;Liander
6913;2976;Aerdt;0299;Zevenaar;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem;Vitens;Liander
6654;2902;Afferden;0225;Druten;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen;Vitens;Liander
5851;1122;Afferden L;0893;Bergen (L.);31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
7636;1407;Agelo;1774;Dinkelland;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
1921;2267;Akersloot;0383;Castricum;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
8491;2525;Akkrum;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8541;2484;Akmarijp;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
7665;1283;Albergen;0183;Tubbergen;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
2951;2386;Alblasserdam;0482;Alblasserdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
2952;2386;Alblasserdam;0482;Alblasserdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
2953;2386;Alblasserdam;0482;Alblasserdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
2954;2386;Alblasserdam;0482;Alblasserdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
9071;3224;Alde Leie;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8495;2532;Aldeboarn;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
9064;2441;Aldtsjerk;0737;Tytsjerksteradiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
5335;1623;Alem;0263;Maasdriel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
1811;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1812;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1813;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1814;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1815;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1816;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1817;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1821;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1822;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1823;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1824;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1825;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1826;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
1827;2348;Alkmaar;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
8758;2301;Allingawier;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
7601;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7602;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7603;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7604;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7605;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7606;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7607;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7608;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7609;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7610;1924;Almelo;0141;Almelo;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Coteq netbeheer
7218;1334;Almen;0262;Lochem;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
1309;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;;Liander
1311;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1312;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1313;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1314;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1315;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1316;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1317;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1318;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1319;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1321;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1322;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1323;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1324;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1325;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1326;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1327;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1328;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1329;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1331;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1332;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1333;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1334;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1335;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1336;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1338;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1339;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1341;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1343;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1349;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1351;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1352;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1353;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;;Liander
1354;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1355;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1356;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1357;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;;Liander
1358;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1359;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1361;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;;Liander
1362;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
1363;1270;Almere;0034;Almere;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
4286;3300;Almkerk;0874;Woudrichem;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
5131;3432;Alphen;1723;Alphen-Chaam;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
6626;1766;Alphen;0668;West Maas en Waal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
2401;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2402;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2403;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2404;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2405;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2406;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2407;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2408;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
2409;1080;Alphen aan den Rijn;0484;Alphen aan den Rijn;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Liander
7927;3160;Alteveer;1690;De Wolden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
9306;1633;Alteveer;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
9306;3079;Alteveer;0037;Stadskanaal;20;Groningen;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
9661;3079;Alteveer;0037;Stadskanaal;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
7915;1810;Alteveer gem Hoogeveen;0118;Hoogeveen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
6628;1767;Altforst;0668;West Maas en Waal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
6629;1767;Altforst;0668;West Maas en Waal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
7495;1438;Ambt Delden;1735;Hof van Twente;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
4233;2106;Ameide;0707;Zederik;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
9446;1147;Amen;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
5966;1026;America;1507;Horst aan de Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
3958;3337;Amerongen;1581;Utrechtse Heuvelrug;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
3811;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3812;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3813;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3814;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3815;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3816;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3817;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3818;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3819;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3821;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3822;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3823;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3824;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3825;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3826;1664;Amersfoort;0307;Amersfoort;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
2865;2367;Ammerstol;1931;Krimpenerwaard;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Stedin
5324;1624;Ammerzoden;0263;Maasdriel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
1427;3547;Amstelhoek;0736;De Ronde Venen;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
1181;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1182;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1183;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1184;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1185;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1186;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1187;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1188;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
1189;1050;Amstelveen;0362;Amstelveen;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
6436;2099;Amstenrade;0962;Schinnen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
1011;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1012;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1013;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1014;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1015;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1016;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1017;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1018;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1019;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1021;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1022;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1023;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1024;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1025;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1026;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1027;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1028;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1031;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1032;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1033;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1034;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1035;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1036;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1037;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1041;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
1042;3594;Amsterdam;0363;Amsterdam;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;Waternet;Liander
